FromAirport,Flight,To,DepartureTime,ArrivalTime,Cost
AMD,6E2209,DEL,2025-05-02T04:55:00+00:00,2025-05-02T06:40:00+00:00,10775.87075
AMD,QP1925,CCU,2025-05-02T05:20:00+00:00,2025-05-02T07:50:00+00:00,18112.84651
AMD,6E6468,BOM,2025-05-02T10:00:00+00:00,2025-05-02T11:35:00+00:00,8544.65577
AMD,6E803,BOM,2025-05-02T01:15:00+00:00,2025-05-02T02:45:00+00:00,8211.322436
AMD,QP1108,BOM,2025-05-02T15:40:00+00:00,2025-05-02T17:00:00+00:00,7544.65577
AMD,AF3339,DEL,2025-05-02T15:45:00+00:00,2025-05-02T17:30:00+00:00,10775.87075
AMD,AI818,DEL,2025-05-02T07:15:00+00:00,2025-05-02T09:05:00+00:00,11109.20408
AMD,AF3344,BOM,2025-05-02T01:15:00+00:00,2025-05-02T02:45:00+00:00,8211.322436
AMD,AI2946,DEL,2025-05-02T08:40:00+00:00,2025-05-02T10:40:00+00:00,11775.87075
AMD,AA9211,DEL,2025-05-02T11:20:00+00:00,2025-05-02T13:10:00+00:00,11109.20408
AMD,JL5280,DEL,2025-05-02T04:55:00+00:00,2025-05-02T06:40:00+00:00,10775.87075
AMD,JL5182,DEL,2025-05-02T05:40:00+00:00,2025-05-02T07:25:00+00:00,10775.87075
AMD,QF5336,DEL,2025-05-02T05:40:00+00:00,2025-05-02T07:25:00+00:00,10775.87075
AMD,AI2540,BOM,2025-05-02T09:00:00+00:00,2025-05-02T10:55:00+00:00,9877.989103
AMD,AI2918,BOM,2025-05-02T04:40:00+00:00,2025-05-02T06:20:00+00:00,8877.989103
AMD,QF5334,DEL,2025-05-02T11:20:00+00:00,2025-05-02T13:10:00+00:00,11109.20408
AMD,QF5328,DEL,2025-05-02T15:45:00+00:00,2025-05-02T17:30:00+00:00,10775.87075
AMD,AI614,BOM,2025-05-02T07:55:00+00:00,2025-05-02T09:40:00+00:00,9211.322436
AMD,BZ154,DEL,2025-05-02T04:20:00+00:00,2025-05-02T05:50:00+00:00,9775.870746
AMD,AA9170,DEL,2025-05-02T15:45:00+00:00,2025-05-02T17:30:00+00:00,10775.87075
AMD,BA7959,BOM,2025-05-02T04:00:00+00:00,2025-05-02T05:30:00+00:00,8211.322436
AMD,QP1102,BOM,2025-05-02T10:45:00+00:00,2025-05-02T12:25:00+00:00,8877.989103
AMD,QP1145,DEL,2025-05-02T05:40:00+00:00,2025-05-02T06:45:00+00:00,8109.204079
AMD,BA7963,BOM,2025-05-02T07:55:00+00:00,2025-05-02T09:25:00+00:00,8211.322436
AMD,QF5342,DEL,2025-05-02T09:35:00+00:00,2025-05-02T11:20:00+00:00,10775.87075
AMD,BA7985,BOM,2025-05-02T10:55:00+00:00,2025-05-02T12:25:00+00:00,8211.322436
AMD,BZ481,BOM,2025-05-02T03:15:00+00:00,2025-05-02T04:35:00+00:00,7544.65577
AMD,QF5340,DEL,2025-05-02T06:50:00+00:00,2025-05-02T08:35:00+00:00,10775.87075
AMD,ET1764,BOM,2025-05-02T04:40:00+00:00,2025-05-02T06:20:00+00:00,8877.989103
BDQ,VS8310,BOM,2025-05-02T07:05:00+00:00,2025-05-02T08:25:00+00:00,7140.706334
BDQ,6E957,PNQ,2025-05-02T10:25:00+00:00,2025-05-02T11:35:00+00:00,6775.991074
BDQ,6E464,HYD,2025-05-02T16:25:00+00:00,2025-05-02T18:05:00+00:00,10592.22536
BDQ,VS8312,DEL,2025-05-02T08:05:00+00:00,2025-05-02T09:45:00+00:00,10629.44797
BDQ,AI824,DEL,2025-05-02T07:20:00+00:00,2025-05-02T09:05:00+00:00,10962.78131
BDQ,AA9182,DEL,2025-05-02T08:05:00+00:00,2025-05-02T09:45:00+00:00,10629.44797
BDQ,6E5311,DEL,2025-05-02T08:05:00+00:00,2025-05-02T09:45:00+00:00,10629.44797
BDQ,6E808,BLR,2025-05-02T15:55:00+00:00,2025-05-02T18:15:00+00:00,14919.11473
BDQ,BA8017,BOM,2025-05-02T07:05:00+00:00,2025-05-02T08:25:00+00:00,7140.706334
BDQ,VS8307,BLR,2025-05-02T15:55:00+00:00,2025-05-02T18:15:00+00:00,14919.11473
BDQ,6E6289,BOM,2025-05-02T07:05:00+00:00,2025-05-02T08:25:00+00:00,7140.706334
BDQ,AI698,BOM,2025-05-02T08:00:00+00:00,2025-05-02T09:35:00+00:00,8140.706334
BDQ,AA9182,DEL,2025-05-01T08:05:00+00:00,2025-05-01T09:45:00+00:00,10629.44797
BDQ,6Y808,BLR,2025-05-01T15:55:00+00:00,2025-05-01T18:15:00+00:00,14919.11473
BDQ,6E464,HYD,2025-05-01T16:25:00+00:00,2025-05-01T18:05:00+00:00,10592.22536
BDQ,VS8307,BLR,2025-05-01T15:55:00+00:00,2025-05-01T18:15:00+00:00,14919.11473
BDQ,VS8312,DEL,2025-05-01T08:05:00+00:00,2025-05-01T09:45:00+00:00,10629.44797
BDQ,VS8311,DEL,2025-05-01T20:40:00+00:00,2025-05-01T22:30:00+00:00,11296.11464
BDQ,AI824,DEL,2025-05-01T07:20:00+00:00,2025-05-01T09:05:00+00:00,10962.78131
BDQ,AI820,DEL,2025-05-01T20:50:00+00:00,2025-05-01T22:35:00+00:00,10962.78131
BDQ,6E6289,BOM,2025-05-01T07:05:00+00:00,2025-05-01T08:25:00+00:00,7140.706334
BDQ,6E657,DEL,2025-05-01T20:40:00+00:00,2025-05-01T22:30:00+00:00,11296.11464
BDQ,6E679,BOM,2025-05-01T21:00:00+00:00,2025-05-01T22:25:00+00:00,7474.039668
BDQ,6E5311,DEL,2025-05-01T08:05:00+00:00,2025-05-01T09:45:00+00:00,10629.44797
BDQ,VS8310,BOM,2025-05-01T07:05:00+00:00,2025-05-01T08:25:00+00:00,7140.706334
BDQ,AF6087,BOM,2025-05-01T21:00:00+00:00,2025-05-01T22:25:00+00:00,7474.039668
BDQ,VS8309,BOM,2025-05-01T21:00:00+00:00,2025-05-01T22:25:00+00:00,7474.039668
BDQ,KL3673,BOM,2025-05-01T21:00:00+00:00,2025-05-01T22:25:00+00:00,7474.039668
BDQ,BA8017,BOM,2025-05-01T07:05:00+00:00,2025-05-01T08:25:00+00:00,7140.706334
BDQ,AI698,BOM,2025-05-01T08:00:00+00:00,2025-05-01T09:35:00+00:00,8140.706334
BDQ,BA7978,BOM,2025-05-01T21:00:00+00:00,2025-05-01T22:25:00+00:00,7474.039668
BHJ,OG158,AMD,2025-05-02T14:20:00+00:00,2025-05-02T15:20:00+00:00,5522.036134
BHJ,9I626,BOM,2025-05-02T08:45:00+00:00,2025-05-02T10:35:00+00:00,10189.61774
BHJ,AI602,BOM,2025-05-02T08:55:00+00:00,2025-05-02T10:15:00+00:00,8189.617736
BHJ,AI814,DEL,2025-05-02T17:30:00+00:00,2025-05-02T19:40:00+00:00,13398.61006
BHJ,OG158,AMD,2025-05-01T13:55:00+00:00,2025-05-01T15:00:00+00:00,5855.369467
BHJ,AI602,BOM,2025-05-01T08:55:00+00:00,2025-05-01T10:15:00+00:00,8189.617736
BHJ,AI814,DEL,2025-05-01T17:30:00+00:00,2025-05-01T19:40:00+00:00,13398.61006
BHU,SG1081,BOM,2025-05-02T09:30:00+00:00,2025-05-02T10:50:00+00:00,6850.13003
BHU,SG1080,PNQ,2025-05-02T17:05:00+00:00,2025-05-02T18:20:00+00:00,6975.036498
BHU,SG1081,BOM,2025-05-01T09:30:00+00:00,2025-05-01T10:50:00+00:00,6850.13003
BHU,SG1080,PNQ,2025-05-01T17:05:00+00:00,2025-05-01T18:20:00+00:00,6975.036498
IXK,9I604,AMD,2025-05-01T16:15:00+00:00,2025-05-01T17:15:00+00:00,5560.5973
IXK,9I605,DIU,2025-05-01T11:15:00+00:00,2025-05-01T11:50:00+00:00,2808.93924
IXY,SG2906,BOM,2025-05-02T13:25:00+00:00,2025-05-02T14:55:00+00:00,8651.110505
JGA,AI648,BOM,2025-05-02T13:05:00+00:00,2025-05-02T14:40:00+00:00,8721.44487
JGA,AI648,BOM,2025-05-01T13:05:00+00:00,2025-05-01T14:40:00+00:00,8721.44487
PBD,SG2906,BOM,2025-05-01T13:25:00+00:00,2025-05-01T14:55:00+00:00,8194.618942
STV,6E6192,PNQ,2025-05-02T11:15:00+00:00,2025-05-02T12:15:00+00:00,5531.232795
STV,6E995,MAA,2025-05-02T14:50:00+00:00,2025-05-02T16:55:00+00:00,14317.03865
STV,6E419,GOI,2025-05-02T15:20:00+00:00,2025-05-02T16:40:00+00:00,8558.085849
STV,6E7968,DIU,2025-05-02T13:55:00+00:00,2025-05-02T14:40:00+00:00,3972.699295
STV,VS9541,DEL,2025-05-02T08:30:00+00:00,2025-05-02T10:20:00+00:00,12011.33317
STV,IX1123,DEL,2025-05-02T13:00:00+00:00,2025-05-02T15:05:00+00:00,13011.33317
STV,AI9844,DEL,2025-05-02T13:00:00+00:00,2025-05-02T15:05:00+00:00,13011.33317
STV,6E2078,DEL,2025-05-02T08:30:00+00:00,2025-05-02T10:20:00+00:00,12011.33317
STV,VS8261,BLR,2025-05-02T08:25:00+00:00,2025-05-02T10:25:00+00:00,13113.66053
STV,6E6009,BLR,2025-05-02T08:25:00+00:00,2025-05-02T10:25:00+00:00,13113.66053
STV,VS9543,DEL,2025-05-01T21:30:00+00:00,2025-05-01T23:15:00+00:00,11677.99984
STV,6E5034,BLR,2025-05-01T19:05:00+00:00,2025-05-01T21:10:00+00:00,13446.99386
STV,IX2811,HYD,2025-05-01T22:55:00+00:00,2025-05-02T00:40:00+00:00,10682.61445
STV,AI9850,HYD,2025-05-01T22:55:00+00:00,2025-05-02T00:40:00+00:00,10682.61445
STV,6E929,HYD,2025-05-01T19:15:00+00:00,2025-05-01T20:50:00+00:00,10015.94778
STV,IX2793,GOI,2025-05-01T19:50:00+00:00,2025-05-01T21:25:00+00:00,9558.085849
STV,AI9603,GOI,2025-05-01T19:50:00+00:00,2025-05-01T21:25:00+00:00,9558.085849
STV,6E419,GOI,2025-05-01T15:20:00+00:00,2025-05-01T16:40:00+00:00,8558.085849
STV,6E7968,DIU,2025-05-01T13:55:00+00:00,2025-05-01T14:40:00+00:00,3972.699295
STV,AI9837,BLR,2025-05-01T22:55:00+00:00,2025-05-02T01:00:00+00:00,13446.99386
STV,6E2078,DEL,2025-05-01T08:30:00+00:00,2025-05-01T10:20:00+00:00,12011.33317
STV,VS9542,DEL,2025-05-01T17:40:00+00:00,2025-05-01T19:30:00+00:00,12011.33317
STV,IX2750,BLR,2025-05-01T22:55:00+00:00,2025-05-02T01:00:00+00:00,13446.99386
STV,VS9541,DEL,2025-05-01T08:30:00+00:00,2025-05-01T10:20:00+00:00,12011.33317
STV,IX2749,DEL,2025-05-01T17:30:00+00:00,2025-05-01T19:35:00+00:00,13011.33317
STV,IX1123,DEL,2025-05-01T13:00:00+00:00,2025-05-01T15:05:00+00:00,13011.33317
STV,AI9846,DEL,2025-05-01T17:30:00+00:00,2025-05-01T19:35:00+00:00,13011.33317
STV,VS9540,BLR,2025-05-01T19:05:00+00:00,2025-05-01T21:10:00+00:00,13446.99386
STV,AI9844,DEL,2025-05-01T13:00:00+00:00,2025-05-01T15:05:00+00:00,13011.33317
STV,AF3360,DEL,2025-05-01T17:40:00+00:00,2025-05-01T19:30:00+00:00,12011.33317
STV,6E6512,DEL,2025-05-01T21:30:00+00:00,2025-05-01T23:15:00+00:00,11677.99984
STV,6E5035,DEL,2025-05-01T17:40:00+00:00,2025-05-01T19:30:00+00:00,12011.33317
STV,6E968,CCU,2025-05-01T17:25:00+00:00,2025-05-01T20:00:00+00:00,18489.30496
HSS,9I852,DEL,2025-05-02T15:25:00+00:00,2025-05-02T16:05:00+00:00,3406.652918
DHM,6E7484,DEL,2025-05-02T08:50:00+00:00,2025-05-02T10:25:00+00:00,8368.411994
DHM,6E7486,DEL,2025-05-02T16:20:00+00:00,2025-05-02T17:55:00+00:00,8368.411994
DHM,9I712,DEL,2025-05-02T14:50:00+00:00,2025-05-02T16:25:00+00:00,8368.411994
DHM,SG2938,DEL,2025-05-02T08:00:00+00:00,2025-05-02T09:20:00+00:00,7368.411994
DHM,SG2942,DEL,2025-05-02T17:20:00+00:00,2025-05-02T19:00:00+00:00,8701.745328
DHM,6E7517,IXC,2025-05-02T14:15:00+00:00,2025-05-02T15:15:00+00:00,4863.775592
DHM,6E7722,IXC,2025-05-02T13:30:00+00:00,2025-05-02T14:25:00+00:00,4530.442259
DHM,9I824,SLV,2025-05-02T09:10:00+00:00,2025-05-02T10:00:00+00:00,4044.935842
DHM,6E7484,DEL,2025-05-01T08:50:00+00:00,2025-05-01T10:25:00+00:00,8368.411994
DHM,6E7486,DEL,2025-05-01T16:20:00+00:00,2025-05-01T17:55:00+00:00,8368.411994
DHM,9I912,DEL,2025-05-01T16:40:00+00:00,2025-05-01T18:15:00+00:00,8368.411994
DHM,SG2451,DEL,2025-05-01T11:55:00+00:00,2025-05-01T13:25:00+00:00,8035.078661
DHM,SG2938,DEL,2025-05-01T08:00:00+00:00,2025-05-01T09:15:00+00:00,7035.078661
DHM,SG2942,DEL,2025-05-01T17:20:00+00:00,2025-05-01T19:00:00+00:00,8701.745328
DHM,6E7517,IXC,2025-05-01T14:15:00+00:00,2025-05-01T15:15:00+00:00,4863.775592
DHM,6E7722,IXC,2025-05-01T13:30:00+00:00,2025-05-01T14:25:00+00:00,4530.442259
KUU,9I807,ATQ,2025-05-02T07:50:00+00:00,2025-05-02T08:55:00+00:00,5453.290751
KUU,9I804,DEL,2025-05-02T10:50:00+00:00,2025-05-02T12:05:00+00:00,6834.949361
KUU,9I801,DED,2025-05-01T10:55:00+00:00,2025-05-01T11:50:00+00:00,4722.301898
KUU,9I806,JAI,2025-05-01T10:50:00+00:00,2025-05-01T12:50:00+00:00,10874.887
SLV,9I822,DEL,2025-05-02T10:25:00+00:00,2025-05-02T11:35:00+00:00,6060.869522
SLV,9I823,DHM,2025-05-02T07:50:00+00:00,2025-05-02T08:40:00+00:00,4044.935842
SLV,9I811,ATQ,2025-05-01T08:45:00+00:00,2025-05-01T09:45:00+00:00,5134.479523
SLV,9I822,DEL,2025-05-01T11:30:00+00:00,2025-05-01T12:40:00+00:00,6060.869522
IXJ,6E6496,BLR,2025-05-02T11:00:00+00:00,2025-05-02T14:15:00+00:00,23891.65062
IXJ,SG160,SXR,2025-05-02T11:10:00+00:00,2025-05-02T12:00:00+00:00,4053.743366
IXJ,IX2564,SXR,2025-05-02T12:50:00+00:00,2025-05-02T13:40:00+00:00,4053.743366
IXJ,IX1183,SXR,2025-05-02T13:35:00+00:00,2025-05-02T14:45:00+00:00,5387.076699
IXJ,AI9949,SXR,2025-05-02T12:50:00+00:00,2025-05-02T13:40:00+00:00,4053.743366
IXJ,AI9415,SXR,2025-05-02T13:35:00+00:00,2025-05-02T14:45:00+00:00,5387.076699
IXJ,6E686,SXR,2025-05-02T10:05:00+00:00,2025-05-02T10:45:00+00:00,3387.076699
IXJ,6E2609,SXR,2025-05-02T13:55:00+00:00,2025-05-02T14:35:00+00:00,3387.076699
IXJ,AI450,IXL,2025-05-02T10:25:00+00:00,2025-05-02T11:15:00+00:00,4826.961847
IXJ,6E6332,IDR,2025-05-02T11:40:00+00:00,2025-05-02T13:35:00+00:00,13209.68038
IXJ,VS9244,DEL,2025-05-02T09:10:00+00:00,2025-05-02T10:35:00+00:00,8196.643734
IXJ,VS9239,DEL,2025-05-02T16:40:00+00:00,2025-05-02T18:05:00+00:00,8196.643734
IXJ,VS9040,DEL,2025-05-02T13:15:00+00:00,2025-05-02T14:40:00+00:00,8196.643734
IXJ,SG161,DEL,2025-05-02T14:05:00+00:00,2025-05-02T15:30:00+00:00,8196.643734
IXJ,6E6109,AMD,2025-05-02T10:40:00+00:00,2025-05-02T12:35:00+00:00,13101.39511
IXJ,AI9941,DEL,2025-05-02T16:05:00+00:00,2025-05-02T17:35:00+00:00,8529.977068
IXJ,IX2565,DEL,2025-05-02T16:05:00+00:00,2025-05-02T17:35:00+00:00,8529.977068
IXJ,6E2397,DEL,2025-05-02T16:40:00+00:00,2025-05-02T18:05:00+00:00,8196.643734
IXJ,6E5077,DEL,2025-05-02T09:10:00+00:00,2025-05-02T10:35:00+00:00,8196.643734
IXJ,6E2356,DEL,2025-05-02T13:15:00+00:00,2025-05-02T14:40:00+00:00,8196.643734
IXJ,6E686,SXR,2025-05-01T10:05:00+00:00,2025-05-01T10:45:00+00:00,3387.076699
IXJ,6.00E+215,SXR,2025-05-01T18:40:00+00:00,2025-05-01T19:20:00+00:00,3387.076699
IXJ,6E6962,SXR,2025-05-01T19:50:00+00:00,2025-05-01T20:25:00+00:00,3053.743366
IXJ,AI9415,SXR,2025-05-01T13:35:00+00:00,2025-05-01T14:45:00+00:00,5387.076699
IXJ,AI9949,SXR,2025-05-01T12:50:00+00:00,2025-05-01T13:40:00+00:00,4053.743366
IXJ,6E2356,DEL,2025-05-01T13:15:00+00:00,2025-05-01T14:40:00+00:00,8196.643734
IXJ,IX1183,SXR,2025-05-01T13:35:00+00:00,2025-05-01T14:45:00+00:00,5387.076699
IXJ,VS9545,BOM,2025-05-01T10:35:00+00:00,2025-05-01T13:25:00+00:00,18931.08429
IXJ,IX2564,SXR,2025-05-01T12:50:00+00:00,2025-05-01T13:40:00+00:00,4053.743366
IXJ,6E5129,BOM,2025-05-01T10:35:00+00:00,2025-05-01T13:25:00+00:00,18931.08429
IXJ,SG160,SXR,2025-05-01T11:10:00+00:00,2025-05-01T12:00:00+00:00,4053.743366
IXJ,6E2397,DEL,2025-05-01T16:40:00+00:00,2025-05-01T18:05:00+00:00,8196.643734
IXJ,6E2609,SXR,2025-05-01T13:55:00+00:00,2025-05-01T14:35:00+00:00,3387.076699
IXJ,6E5054,DEL,2025-05-01T18:10:00+00:00,2025-05-01T19:40:00+00:00,8529.977068
IXJ,6E5077,DEL,2025-05-01T09:10:00+00:00,2025-05-01T10:35:00+00:00,8196.643734
IXJ,6E6747,HYD,2025-05-01T10:40:00+00:00,2025-05-01T13:25:00+00:00,19749.95765
IXJ,VS9244,DEL,2025-05-01T09:10:00+00:00,2025-05-01T10:35:00+00:00,8196.643734
IXJ,VS9242,DEL,2025-05-01T20:30:00+00:00,2025-05-01T21:50:00+00:00,7863.310401
IXJ,VS9239,DEL,2025-05-01T16:40:00+00:00,2025-05-01T18:05:00+00:00,8196.643734
IXJ,6E5642,DEL,2025-05-01T20:30:00+00:00,2025-05-01T21:50:00+00:00,7863.310401
IXJ,AI9941,DEL,2025-05-01T16:05:00+00:00,2025-05-01T17:35:00+00:00,8529.977068
IXJ,VS9040,DEL,2025-05-01T13:15:00+00:00,2025-05-01T14:40:00+00:00,8196.643734
IXJ,VS8242,DEL,2025-05-01T18:10:00+00:00,2025-05-01T19:40:00+00:00,8529.977068
IXJ,SG161,DEL,2025-05-01T14:05:00+00:00,2025-05-01T15:30:00+00:00,8196.643734
IXJ,IX2565,DEL,2025-05-01T16:05:00+00:00,2025-05-01T17:35:00+00:00,8529.977068
IXL,AI2480,DEL,2025-05-02T06:55:00+00:00,2025-05-02T08:20:00+00:00,8761.414795
IXL,SG122,DEL,2025-05-02T08:05:00+00:00,2025-05-02T09:35:00+00:00,9094.748129
IXL,SG124,DEL,2025-05-02T12:20:00+00:00,2025-05-02T13:50:00+00:00,9094.748129
IXL,JL9658,DEL,2025-05-02T13:05:00+00:00,2025-05-02T14:30:00+00:00,8761.414795
IXL,JL9643,DEL,2025-05-02T13:55:00+00:00,2025-05-02T15:20:00+00:00,8761.414795
IXL,SG126,DEL,2025-05-02T10:45:00+00:00,2025-05-02T13:00:00+00:00,12094.74813
IXL,JL9642,DEL,2025-05-02T08:30:00+00:00,2025-05-02T09:55:00+00:00,8761.414795
IXL,SG128,DEL,2025-05-02T06:35:00+00:00,2025-05-02T08:05:00+00:00,9094.748129
IXL,JL9641,DEL,2025-05-02T11:30:00+00:00,2025-05-02T13:00:00+00:00,9094.748129
IXL,JL9640,DEL,2025-05-02T07:40:00+00:00,2025-05-02T09:00:00+00:00,8428.081462
IXL,VS9245,DEL,2025-05-02T07:40:00+00:00,2025-05-02T09:00:00+00:00,8428.081462
IXL,AI446,DEL,2025-05-02T12:00:00+00:00,2025-05-02T13:30:00+00:00,9094.748129
IXL,VS9247,DEL,2025-05-02T08:30:00+00:00,2025-05-02T09:55:00+00:00,8761.414795
IXL,AI2453,DEL,2025-05-02T09:45:00+00:00,2025-05-02T11:20:00+00:00,9428.081462
IXL,6E648,BOM,2025-05-02T11:00:00+00:00,2025-05-02T13:45:00+00:00,19652.48235
IXL,VS9248,DEL,2025-05-02T11:30:00+00:00,2025-05-02T13:00:00+00:00,9094.748129
IXL,6E5046,DEL,2025-05-02T08:30:00+00:00,2025-05-02T09:55:00+00:00,8761.414795
IXL,6E2004,DEL,2025-05-02T07:40:00+00:00,2025-05-02T09:00:00+00:00,8428.081462
IXL,VS9249,DEL,2025-05-02T13:55:00+00:00,2025-05-02T15:20:00+00:00,8761.414795
IXL,AI449,IXJ,2025-05-02T08:45:00+00:00,2025-05-02T09:40:00+00:00,5160.295181
IXL,6E2584,DEL,2025-05-02T13:05:00+00:00,2025-05-02T14:30:00+00:00,8761.414795
IXL,6E6822,DEL,2025-05-02T13:30:00+00:00,2025-05-02T14:55:00+00:00,8761.414795
IXL,6E2015,DEL,2025-05-02T11:30:00+00:00,2025-05-02T13:00:00+00:00,9094.748129
IXL,6E2402,DEL,2025-05-02T13:55:00+00:00,2025-05-02T15:20:00+00:00,8761.414795
IXL,VS9251,DEL,2025-05-02T13:05:00+00:00,2025-05-02T14:30:00+00:00,8761.414795
IXL,SG128,DEL,2025-05-01T06:35:00+00:00,2025-05-01T08:05:00+00:00,9094.748129
IXL,SG124,DEL,2025-05-01T12:20:00+00:00,2025-05-01T13:50:00+00:00,9094.748129
IXL,6E648,BOM,2025-05-01T11:00:00+00:00,2025-05-01T13:45:00+00:00,19652.48235
IXL,SG126,DEL,2025-05-01T10:45:00+00:00,2025-05-01T13:00:00+00:00,12094.74813
IXL,VS9251,DEL,2025-05-01T13:05:00+00:00,2025-05-01T14:30:00+00:00,8761.414795
IXL,VS8221,DEL,2025-05-01T13:30:00+00:00,2025-05-01T14:55:00+00:00,8761.414795
IXL,VS9245,DEL,2025-05-01T07:40:00+00:00,2025-05-01T09:00:00+00:00,8428.081462
IXL,VS9249,DEL,2025-05-01T13:55:00+00:00,2025-05-01T15:20:00+00:00,8761.414795
IXL,VS9247,DEL,2025-05-01T08:30:00+00:00,2025-05-01T09:55:00+00:00,8761.414795
IXL,AI448,SXR,2025-05-01T08:45:00+00:00,2025-05-01T09:40:00+00:00,4948.953195
IXL,VS9248,DEL,2025-05-01T11:30:00+00:00,2025-05-01T13:00:00+00:00,9094.748129
IXL,AI446,DEL,2025-05-01T12:00:00+00:00,2025-05-01T13:30:00+00:00,9094.748129
IXL,6E2004,DEL,2025-05-01T07:40:00+00:00,2025-05-01T09:00:00+00:00,8428.081462
IXL,6E2015,DEL,2025-05-01T11:30:00+00:00,2025-05-01T13:00:00+00:00,9094.748129
IXL,6E2402,DEL,2025-05-01T13:55:00+00:00,2025-05-01T15:20:00+00:00,8761.414795
IXL,6E2584,DEL,2025-05-01T13:05:00+00:00,2025-05-01T14:30:00+00:00,8761.414795
IXL,6E2994,DEL,2025-05-01T07:20:00+00:00,2025-05-01T08:50:00+00:00,9094.748129
IXL,6E5046,DEL,2025-05-01T08:30:00+00:00,2025-05-01T09:55:00+00:00,8761.414795
IXL,6E6822,DEL,2025-05-01T13:30:00+00:00,2025-05-01T14:55:00+00:00,8761.414795
IXL,AI2453,DEL,2025-05-01T09:45:00+00:00,2025-05-01T11:20:00+00:00,9428.081462
IXL,AI2480,DEL,2025-05-01T06:55:00+00:00,2025-05-01T08:20:00+00:00,8761.414795
IXL,SG122,DEL,2025-05-01T08:05:00+00:00,2025-05-01T09:35:00+00:00,9094.748129
IXL,AI478,DEL,2025-05-01T06:55:00+00:00,2025-05-01T08:20:00+00:00,8761.414795
IXL,AI834,DEL,2025-05-01T12:35:00+00:00,2025-05-01T13:55:00+00:00,8428.081462
IXL,JL9640,DEL,2025-05-01T07:40:00+00:00,2025-05-01T09:00:00+00:00,8428.081462
IXL,JL9641,DEL,2025-05-01T11:30:00+00:00,2025-05-01T13:00:00+00:00,9094.748129
IXL,JL9642,DEL,2025-05-01T08:30:00+00:00,2025-05-01T09:55:00+00:00,8761.414795
IXL,JL9643,DEL,2025-05-01T13:55:00+00:00,2025-05-01T15:20:00+00:00,8761.414795
IXL,JL9646,DEL,2025-05-01T13:30:00+00:00,2025-05-01T14:55:00+00:00,8761.414795
IXL,JL9658,DEL,2025-05-01T13:05:00+00:00,2025-05-01T14:30:00+00:00,8761.414795
SXR,SG501,AMD,2025-05-02T12:50:00+00:00,2025-05-02T15:10:00+00:00,15468.53058
SXR,SG961,AMD,2025-05-02T11:35:00+00:00,2025-05-02T13:50:00+00:00,15135.19724
SXR,6E478,ATQ,2025-05-02T14:25:00+00:00,2025-05-02T15:30:00+00:00,5596.274121
SXR,IX1182,IXJ,2025-05-02T12:10:00+00:00,2025-05-02T13:05:00+00:00,4387.076699
SXR,6E5129,BOM,2025-05-02T10:25:00+00:00,2025-05-02T13:25:00+00:00,20307.66202
SXR,AI2662,BOM,2025-05-02T13:20:00+00:00,2025-05-02T15:55:00+00:00,18640.99535
SXR,QP1638,BOM,2025-05-02T16:05:00+00:00,2025-05-02T18:50:00+00:00,19307.66202
SXR,QP1892,BOM,2025-05-02T09:25:00+00:00,2025-05-02T12:35:00+00:00,20974.32868
SXR,SG386,BOM,2025-05-02T16:30:00+00:00,2025-05-02T19:35:00+00:00,20640.99535
SXR,SG948,BOM,2025-05-02T09:55:00+00:00,2025-05-02T13:05:00+00:00,20974.32868
SXR,VS9545,BOM,2025-05-02T10:25:00+00:00,2025-05-02T13:25:00+00:00,20307.66202
SXR,IX2565,IXJ,2025-05-02T14:20:00+00:00,2025-05-02T15:35:00+00:00,5720.410032
SXR,6E2137,DEL,2025-05-02T11:25:00+00:00,2025-05-02T13:10:00+00:00,10202.78896
SXR,6E2217,DEL,2025-05-02T07:35:00+00:00,2025-05-02T09:15:00+00:00,9869.455627
SXR,AI9948,IXJ,2025-05-02T14:20:00+00:00,2025-05-02T15:35:00+00:00,5720.410032
SXR,6E2305,DEL,2025-05-02T14:40:00+00:00,2025-05-02T16:20:00+00:00,9869.455627
SXR,6E2555,DEL,2025-05-02T10:40:00+00:00,2025-05-02T12:30:00+00:00,10536.12229
SXR,6E5088,DEL,2025-05-02T15:45:00+00:00,2025-05-02T17:25:00+00:00,9869.455627
SXR,AI2457,DEL,2025-05-02T12:25:00+00:00,2025-05-02T14:04:00+00:00,9802.78896
SXR,AI2474,DEL,2025-05-02T06:55:00+00:00,2025-05-02T08:24:00+00:00,9136.122294
SXR,AI2644,DEL,2025-05-02T13:45:00+00:00,2025-05-02T15:24:00+00:00,9802.78896
SXR,AI404,DEL,2025-05-02T07:20:00+00:00,2025-05-02T08:50:00+00:00,9202.78896
SXR,AI9855,DEL,2025-05-02T07:45:00+00:00,2025-05-02T09:30:00+00:00,10202.78896
SXR,AI9857,DEL,2025-05-02T13:15:00+00:00,2025-05-02T15:05:00+00:00,10536.12229
SXR,AI9859,DEL,2025-05-02T13:55:00+00:00,2025-05-02T15:40:00+00:00,10202.78896
SXR,AI9861,DEL,2025-05-02T16:35:00+00:00,2025-05-02T18:20:00+00:00,10202.78896
SXR,AI9867,DEL,2025-05-02T15:15:00+00:00,2025-05-02T17:00:00+00:00,10202.78896
SXR,SG161,IXJ,2025-05-02T12:35:00+00:00,2025-05-02T13:30:00+00:00,4387.076699
